Produk;Harga Pokok;Harga Jual;Stok;Grup Produk;Satuan;Barcode;Kode Produk;Non Stok
Tambah;0;10000;0;;;;;1
Tancho;0;7500;0;;12;(90)NA18221000196(91)250203;;1
Tanggem;0;465000;0;;6;70886283;;1
Tango 1000;0;17000;0;;;8991102007054;Tng Box;1
Tango 500;8250;8500;0;;14;8991102385091;;1
Tango 5000;0;4500;0;;12;8991102384841;;1
Taro 1000;8500;8750;0;20;18;;Rtg;1
Taro Net;51000;52000;0;;14;;Trnt Dus;1
Tatra;0;5250;0;;4;68888640;Ttr Pak;1
Tatra;0;48500;0;;14;;Ttr Dos;1
Tawas;0;9000;0;;1;;Tws Kg;1
Tea Jus;0;18500;0;6;4;01750003;Teaj Bal;1
Tea Jus;108000;110000;0;6;14;01740004;Dos;1
Tea Jus;0;3250;0;;18;8998866200554;Teaj Ret;1
Teh Bandul;0;27000;0;;5;;Thbndl Slop;1
Teh Candi;0;6500;0;;4;68888008;Thc Pak;1
Teh Candi;112500;127500;0;;5;22000200;Thc Bal;1
Teh Naga;0;5000;0;;12;;Thng Pak;1
Teh Rio;0;18500;0;6;14;11080046;Thr Dos;1
Teh Rio;0;18500;0;11;14;25625899;Dos;1
Teh Rio;0;1000;0;;12;;Biji;1
Teh bandul;2700;2800;0;;12;;Biji;1
Telon Lang 15;5050;5250;0;15;12;8993176803198;Tlnlng Biji;1
Telon Lang 30;9065;9250;0;15;12;8993176110135;Tlnlng Biji;1
Telon Lang 60;0;16000;0;;12;8993176803099;Tlnlng Biji;1
Telur;0;255000;0;3;13;11040033;Kas;1
Telur;0;26000;0;;1;11040040;Kg;1
Telur;2000;2500;0;;12;;Biji;1
Tepung Kriuk 2000;0;1750;0;;12;;Krk2 Biji;1
Tepung Padi;0;146500;0;12;14;11030034;Dos;1
Tepung Padi;0;7500;0;;4;8993093115008;Pak;1
Tepung Roket;0;175000;0;;6;;;1
Terasi Abc;0;7500;0;;4;;;1
Terigu B;0;7500;0;;1;;;1
Tetracyclin;0;12000;0;;17;;;1
Tiara 500;41000;43000;0;;14;;Tr5 Dus;1
Tiara 500;4100;4400;0;20;18;;Tr5 Ret;1
Tiara Snac 2000;15000;17000;0;;4;;;1
Tiara Snack 2000;60000;62000;0;;14;;Trds;1
Tic Tic;0;69000;0;;14;18994834003377;Tctc Dos;1
Tic Tic 2000;17000;17250;0;20;5;;Ball;1
Tiga Roda;0;19000;0;13;22;68888886;3rrol;1
Tiga Sapi;0;575000;0;;14;;3s Dos;1
Time Break 1000;0;17000;0;;4;;;1
Time Break 2000;0;17000;0;;4;8993175551472;Tmbrk Pak;1
Tinta 1 kg;13300;13700;0;;1;;;1
Tinta Garuda;12600;13200;0;;1;;Kg;1
Tipe X Paretto;4000;4500;0;;12;8991623000718;Prt bj;1
Tirol;0;4500;0;;18;;Trl Ret;1
Tissu 1000 isi 10;0;7500;0;;4;8997019580437;Tss1 Pak;1
Tissu 1000 isi 6;0;5000;0;;4;;Tss1 Pak;1
Tissu Basah Kodomo;0;8000;0;8;12;;Tsbshkdm Biji;1
Tissu Basah Paseo;0;8000;0;16;12;8993053641042;Tspsob Biji;1
Tissu Basah Paseo;0;8000;0;;12;8993053641097;Biji;1
Tissu Jolly 200;0;6000;0;;12;8992759254013;Tsjlly Biji;1
Tissu Jolly Bsr;0;8000;0;;12;8992759170580;Tsjlly Biji;1
Tissu Jolly Pop Up;0;3750;0;;12;8992759184013;Jlly Pak;1
Tisu green;21000;21000;0;;5;8997019581533;Bal;1
Tisu green;3500;4000;0;;12;;Biji;1
Tisue Paseo Travel;0;2000;0;;12;8993053131017;Biji;1
Titip Sisa;0;100000;0;;;;;1
Toba Pedas;0;130000;0;;5;;Jajantb Bal;1
Toba Pedas;0;16750;0;;4;;Jajantbpds Pak;1
Toba Putih;0;15500;0;;4;;Jajantbpth Pak;1
Toba Putih ;0;115000;0;;5;;Jajantbpth;1
Token ;0;53000;0;;12;;;1
Token Listrik;0;0;0;;12;;;1
Tolak Angin;0;3800;0;;12;8998898101409;Tlka Biji;1
Tolak Angin ;43333;45000;0;;14;8998898101447;Tlka Dos;1
Tolak Linu;0;14000;0;;14;8998898335415;Tlkl Dos;1
Top Aren;16500;17000;0;6;18;8998866202626;Ret;1
Top Aren;0;200000;0;6;14;21190018;Dos;1
Top Avocado;0;17000;0;6;18;8998866203333;Ret;1
Top Avocado;0;200000;0;6;14;;Dos;1
Top B Gelas;0;18400;0;6;12;8998866200646;Biji;1
Top B Gelas;0;18400;0;6;12;8998866200646;Biji;1
Top B Gelas ;0;441000;0;6;14;18998866200643;Dos;1
Top Barista;0;15000;0;;18;;Brsta Ret;1
Top Capucino;0;18500;0;6;18;8998866809689;Ret;1
Top Capucino;0;215000;0;;14;;Dos;1
Top Ice;0;3250;0;11;18;;Ret;1
Top Ice;0;3250;0;;18;8992933359114;Ret;1
Top Ice;0;3250;0;;18;8992933367119;Ret;1
Top Ice;0;3250;0;;18;8992933366112;Ret;1
Top Ice;0;3250;0;;18;8992933351118;Ret;1
Top Kopi Mayor;0;8750;0;6;12;8998866202695;Ret;1
Top Kopi Mayor ;0;208000;0;6;14;18998866202692;Dos;1
Top Kopi Murni 65g;0;62500;0;6;18;8998866200639;Ret;1
Top Kopi Murni 65g;0;305000;0;;14;18998866200636;Dos;1
Top Mini;6700;7000;0;6;18;8998866200615;Ret;1
Top Mini;0;130000;0;6;14;11190080;Dos;1
Top Moccacino;0;17000;0;;18;8998866204026;Ret;1
Top Plus;0;8250;0;6;18;8998866803281;Ret;1
Top Plus;0;96000;0;6;14;21190025;Dos;1
Top Queen;0;21000;0;;14;8995029005957;;1
Top Skm;0;15500;0;6;18;8998866201001;Ret;1
Top Skm;0;152500;0;6;14;;Dos;1
Top Susu;15000;15500;0;6;18;8998866200745;Ret;1
Top Susu;0;152500;0;6;14;21190001;Dos;1
Top White;0;152500;0;6;14;;Dos;1
Top White ;0;15500;0;6;18;8998866609234;Ret;1
Tora Susu;15850;16500;0;;18;8996001402023;Trss Ret;1
Tp Bakung;0;175000;0;;6;;Sak;1
Tp Biasa;0;7200;0;3;1;8991906151700;Kg;1
Tp Biasa 1/2;0;4000;0;;1;8991906151717;Tpb 1/2;1
Tp Cakra;0;130000;0;;14;;Dos ;1
Tp Cakra;0;11250;0;;12;;Biji;1
Tp Dua Pedang;76000;77500;0;;14;;dos;1
Tp Dua Pedang;7600;8250;0;;12;;Biji;1
Tp Kanji Los;10000;12500;0;3;1;8991906151724;Kg;1
Tp Ketan;0;12500;0;3;4;8993093135006;Pak;1
Tp Ketan;0;247500;0;3;14;11030027;Dos;1
Tp Kriuk 1000;0;8000;0;12;4;8991906152004;Pak;1
Tp Kriuk 2000;0;16500;0;12;4;8991906151847;Pak;1
Tp Kriuk 3000;0;26000;0;12;4;8991906151861;Pak;1
Tp Lencana 5 kg;0;38500;0;;12;;biji;1
Tp Panir;0;16000;0;12;1;68888268;Kg;1
Tp Payung;0;175000;0;12;6;11020073;Sak;1
Tp Payung 5 kg;35000;37500;0;9;2;11040019;Biji;1
Tp Pedang;0;8000;0;;12;8995333060796;Biji;1
Tp Pedang;0;76500;0;;14;;Dos;1
Tp Roket;0;175000;0;;6;;Dos;1
Tp Sajiku;0;16000;0;12;18;8992770061034;Ret;1
Tp Sajiku 2500;0;21000;0;12;;8992770061010;Ret;1
Tp Sasa;8200;8750;0;;18;8992736932149;Ret;1
Tp Sasa;0;127500;0;12;14;;Dos;1
Tp Segitiga 1 kg;126500;128500;0;;14;18993296210002;Dos;1
Tp Segitiga 1/2 kg;0;5750;0;12;4;8993296205001;Biji;1
Tp Segitiga 1/2 kg;0;112000;0;;14;11030003;Dos;1
Tp Segitiga 1kg ;10500;11000;0;;12;8993296210005;Biji;1
Tp Segitiga 25kg ;0;215000;0;12;6;11020066;Sak;1
Tp Segitiga Los ;0;9000;0;;1;11030096;Kg;1
Tp Tulip 1 kg;8300;9000;0;3;4;8993496110075;Pak;1
Tp Tulip 1 kg;83000;89500;0;;14;11030010;Dos;1
Tp Tulip 25 kg;0;175000;0;;6;11020080;Sak;1
Transparan ;0;1100;0;;12;68888053;Trnsprn;1
Trend;0;25000;0;12;5;11060017;Trnd Bal;1
Trend;0;2600;0;;12;13130152;Trnd Biji;1
Twisko 1000;8750;9000;0;;18;8886013257400;Ret;1
Twisko 2000;17000;17500;0;;18;8994834006876;Ret;1
Uang Tunai;0;1150000;0;;;;;1
Ulala;7700;8500;0;20;18;;Ul Ret;1
Ultraflu;0;3250;0;5;17;8997014050225;Ultrfl Rek;1
Ultraflu;0;80000;0;;14;;Dos;1
Valensia;0;7000;0;;8;;;1
Vanili;0;4000;0;;22;8997013990300;Vnl Roll;1
Vanili;0;47500;0;;16;68888350;Vnl Box;1
Vanili;1000;1000;0;;12;;Biji;1
Vape;242000;250000;0;;14;;Dos;1
Vape Hitam;0;4500;0;;12;8992857130707;Biji;1
Vape Kuning;0;4250;0;;12;8992857130837;Biji;1
Vegeta;0;32500;0;;4;8992772402125;;1
Virgo Kuning ;0;8000;0;;4;68888336;Vrgk Pak;1
Virgo Putih ;0;8000;0;;4;8991906151878;Vrgp Pak;1
Vision Kotak Besar;0;32000;0;;5;876547895924;;1
Vitalis Kcl;0;14000;0;;12;8992856892538;;1
Vitalis Kcl;0;14000;0;;12;8992856893702;;1
Vitalis Kcl;0;14000;0;;12;8992856895393;;1
Vitalis Kcl ;0;14000;0;;12;8992856893177;;1
Vitalis Kcl ;0;14000;0;;12;8992856893689;;1
Vitalis Kcl ;0;14000;0;;12;8992856892514;;1
Viva Asmara;2000;2000;0;;12;;;1
Viva Face Tonic;0;6500;0;;12;8992796011341;Vvft Biji;1
Viva Mawar;0;5250;0;;12;8992796011501;Vvam Biji;1
Viva Milk;0;6000;0;;12;;Vvm Biji;1
Viva Milk Clnsr Bengkoang;0;7000;0;;12;8992796011136;Vvm Biji;1
Viva Sak;0;1250;0;;12;8992796033244;Vvs Biji;1
Viva Sak;0;56500;0;;14;22000224;Vvs Dos;1
Vixal 470 ml;0;14000;0;;;8992747180126;Vxl Biji;1
Vixal 5000;4200;4500;0;10;12;8999999500672;Vxl Biji;1
Vixal 750 mp;0;17000;0;;12;8992747180225;Vxl Biji;1
Wafer Rolls;49500;50500;0;;14;;Wfrls Dus;1
Wafer Rolls Blueberry ;4083;4250;0;20;18;;Wfrls Ret;1
Wafer Rolls Coklat;4083;4250;0;20;18;;Wfrls Ret;1
Wafer Rolls Pandan;4083;4250;0;20;18;;Wfrls Ret;1
Wafer Rolls Strawberry ;4083;4250;0;;18;;;1
Wafer Strawberry ;4083;4250;0;;18;;Wrfls Ret;1
Waku Waku Choco Berry;1600;2000;0;;12;8998866820820;Wkwkcb;1
Waku Waku Choco Dinosaur;1600;2000;0;;12;8998866820653;Wkwkcd;1
Waku Waku Chocoloop;1600;2000;0;;12;8998866820745;Wkwkcl;1
Waku Waku Cotton Candy;2400;3000;0;;;8998866820639;Wkwkcc;1
Waku Waku Ice Lolly Mango Grape;1600;2000;0;;12;8998866820707;Wkwkilmg;1
Waku Waku Nanas;1600;2000;0;;12;8998866820684;Wkwkn;1
Waku Waku Soda Stroberi;1600;2000;0;;12;8998866820783;Wkwkss;1
Walangkrik;0;8500;0;5;15;58888896;Wlgkrk Ret;1
Warkop;0;110000;0;4;9;11223207;Wrkp Slop;1
Warkop;10900;11000;0;4;4;8991904101523;Wrkp Pak;1
Warkop;0;2180000;0;;5;;Bal;1
Warkop Jambu;0;10000;0;;;8991904102506;Wrkpj Pak;1
Warkop Jambu;0;100000;0;;9;11223344;Slp;1
Wedang Jahe As;0;12000;0;;18;8992933452112;;1
Wijen;51000;55000;0;12;1;68888244;Wjn Kg;1
Yakult;8900;10500;0;11;9;8992994110112;Ykl Slop;1
Yakult;0;2500;0;;12;;Ykl Biji;1
Yakult Light;11300;12500;0;;;8992994110143;Ykll slop;1
Yale Crispy;68000;69000;0;;14;;Ylcrs Dus;1
Yale Stik;68000;69000;0;;14;;Yls Dus;1
Yale-Yale Crispy Coklat;4187;4450;0;20;18;;Ylc Ret;1
Yale-Yale Crispy Vanilla;4187;4450;0;20;18;;Ylc Ret;1
Yale-Yale Stik Coklat;4187;4450;0;20;18;8994075231174;Rtg;1
Yale-Yale Stik Jagung;4187;4450;0;20;18;8994075231358;Ylstk Ret;1
Yale-Yale Stik Pandan;4187;4450;0;20;18;8994075231440;Ylstk Ret;1
Yosan Mint;0;6500;0;;4;8994107510406;Ysn Pak;1
Yupi Box;0;10750;0;;14;8992741983778;Box;1
Yupi Box;0;10750;0;;14;8992741986175;Ypb Box;1
Yupi Box;0;10750;0;;14;8992741948708;Box;1
Yupi Box;0;10750;0;;14;8992741972437;Box;1
Yupi Box;0;10750;0;;14;8992741943734;Box;1
Yupi Box;0;10750;0;;14;8992741943710;Box;1
Yupi Box;0;10750;0;;14;8992741972703;Box;1
Yupi Box;0;10750;0;;14;8992741942362;Box;1
Yupi Box;0;10750;0;;16;8992741984157;Box;1
Yupi Box;0;10750;0;;14;;Dos;1
Yupi Box;0;10750;0;;16;8992741975995;Box;1
Yupi Box;0;10750;0;;14;8992741948050;Dos;1
Yupi Sak;0;7500;0;;4;8992741981903;Ypspak;1
Yupi Toples;0;22000;0;;23;8992741952262;Toples;1
Yupi box;0;10750;0;;16;8992741990462;Box;1
Ziga;0;15750;0;;4;;Zg Pak;1
Ziga;0;157000;0;;9;;Zg Slop;1
Ziga Teh;0;13650;0;;4;8991912101065;;1
Zink Botol ;0;9250;0;8;12;8998866104043;;1
ketoconazol;0;11000;0;;17;;Ktcnzl Ret;1
konjac;0;21500;0;;14;8992705055213;Dos;1
konjac;0;1850;0;;12;8992705053219;Biji;1
konjac;0;21500;0;;14;8992705105215;Dos;1
konjac;0;1850;0;;12;8992705103211;Biji;1
konjac;0;21500;0;;14;8992705075211;Dos;1
konjac;0;1850;0;;12;8992705073217;Biji ;1
konjac ;0;1850;0;;12;8992705113210;Biji;1
konjac ;0;21500;0;;14;8992705115214;Dos;1
kopi Jalak;0;137500;0;;14;;Kpjlk Dos;1
larutan Kaleng Badak;0;5700;0;;12;8999988888866;Lrtnbdk Biji;1
mixagrip Greges ;0;19600;0;;14;8993058310417;Mxgrpg;1
posh Man;0;18500;0;;12;8998866107150;Biji;1
