nama,harga_beli,harga_jual,stok,satuan,barcode,kode
Lentera 900,0,15500,0,Biji,8997222860173,Lntr9 biji
Lervia,0,40000,0,Lusin,,Lrva Lusin
Lervia,0,3400,0,Biji,8993379260767,Lrva Biji
Lervia,0,3400,0,Biji,8993379260095,Biji
Lervia,0,3400,0,Biji,8993379255565,Biji
Lervia Refil 400ml,0,22500,0,Biji,8993379261863,Lrva Biji
Lifree L,5966,6500,0,Biji,8993189700514,Lfrl Biji
Lifree M,4975,5500,0,Biji,8993189700507,Lfrm Biji
Lifree XL,6633,7000,0,Biji,8993189700521,lfrxl Biji
Lilin Abadi,0,7250,0,Pak,68888893,Lln1 Pak
Lipstik Implora,0,21000,0,Biji,,
Liquid,0,12500,0,Biji,,
Liquid Sayang 500,0,10000,0,Pak,8997204306712,Lqdsy Box
Liquid Sokiln 500,0,10000,0,Pak,8998866808880,Pak
Liquid Soklin 1000,18840,20000,0,Pak,8998866623766,Pak
Liquid Soklin 1000,94200,96500,0,Dos,,Dos
Liquid Soklin 2000,0,1750,0,Biji,8998866609845,Biji
Liquid Soklin 500,0,10000,0,Pak,,Pak
Liquid Soklin 500,46200,47000,0,Dos,31190008,Dos
Liquid Soklin 500,0,10000,0,Pak,8998866612241,Pak
Liquid Soklin 500,0,10000,0,Pak,,Pak
Liquid Soklin 500,0,10000,0,Pak,8998866608961,Pak
Liquid Soklin 500,0,10000,0,Pak,8998866805407,Pak
Liquid Soklin 500,0,10000,0,Pak,8998866618625,Pak
Liquid Soklin 500,0,10000,0,Pak,8998866803618,Pak
Liquid Soklin 500,0,10000,0,Pak,8998866609159,Pak
Loly,9000,9000,0,Batang,(90)MD224531001233(91)270327,Box
Lovely Hbl 200 ml,0,7000,0,Biji,8998866105637,Lvlyhbl Biji
Lovely Hbl 200 ml,0,7000,0,Biji,8998866105644,Biji
Lovely Hbl 5000,0,4250,0,Biji,(90)NA18190122910(91)220813,Biji
Lovely Hbl 5000,0,4250,0,Biji,8998866106306,Biji
Lovely Hbl Kcl,0,4250,0,Biji,8998866105491,Lvlyhbl Biji
Lovely Hbl Kecrot,0,14000,0,Biji,8998866105675,Lvlyhbl Biji
Lpg,16000,17500,0,Biji,01530001,Lj Lg Biji
Lpg +Tabung,0,180000,0,Biji,,
Lubinhot,0,20000,0,Biji,1028882236156,Lbnht Biji
Luwak 500,0,8000,0,Ret,8994171101722,Lwk5 Ret
Luwak 500,0,145000,0,Dos,,
Luwak Kopi Hitam Botol,0,6000,0,Biji,8994171102477,Biji
Luwak White,0,15000,0,Ret,8994171101289,Lwkw Ret
Luwak White Botol,0,6000,0,Biji,8994171102101,Biji
Lux,0,48000,0,Lusin,,Sbnlx Lusin
Lux Cair,0,4000,0,Biji,8999999559564,Sbnlxc Biji
Lux Cair,0,4000,0,Biji,8999999559557,Biji
Ma Baby 60,0,16500,0,Biji,,
Madol,0,5000,0,Pak,18888898,Mdl Pak
Madu Tj,0,8500,0,Dos,8993365170032,Mdtj Dos
Magnum Bintang,0,22500,0,Pak,8999909007000,Mgnm Pak
Magnum Bintang,0,223500,0,Slop,8999909007017,Mgnm Slop
Magnum Hitam,0,23000,0,Pak,8999909001909,Mhnm Pak
Magnum Kretek,0,134000,0,Slop,,Mgnm Slop
Magnum Kretek,0,13500,0,Biji,,Mgnm Biji
Maizena Ayobu,0,4250,0,Biji,8994326111262,Mznayb Biji
Maizenaku 100g,0,5000,0,Biji,8714700521001,Mznk Biji
Makanan,0,0,0,Biji,,Mknn
Makroni,0,17500,0,Pak,,Mkrn Pak
Makroni,0,86000,0,Bal,,Mkrn Bal
Makroni 2000,0,16000,0,Ret,,Mkrn Ret
Malkis,0,5850,0,Biji,8998389134428,Mlks Biji
Malkis,32666,35000,0,Bal,01710007,Mlks Bal
Malkis Abon 1000,0,9000,0,Ret,8996001302316,Mlksabn Ret
Malkis Belgian,0,9000,0,Ret,8996001302620,Mlksblgn Ret
Mama 2000,0,1670,0,Biji,8998866108010,Biji
Mama Lemon 1000,0,10000,0,Lusin,01430004,Lusin
Mama Lemon 1000,55800,57000,0,Dos,21190087,Dos
Mama Lemon 1000,0,850,0,Biji,,Biji
Mama Lemon 1000,0,835,0,Biji,8998866105125,Biji
Mama Lemon 1000,0,57000,0,Dos,18998866105122,Dos
Mama Lemon 2000,37560,38500,0,Dos,21190094,Dos
Mama Lemon 2000,0,20000,0,Lusin,,Lusin
Mama Lemon 2000,0,1670,0,Biji,8998866105132,Biji
Mama Lemon 2000,0,38500,0,Dos,18998866105139,Dos
Mama Lemon 2000,0,20000,0,Lusin,01440003,Lusin
Mama Lemon 2000,0,38500,0,Dos,18998866182208,Dos
Mama Lemon 4000,0,3500,0,Biji,8998866107068,Biji
Mama Lemon Btl 400ml,0,13250,0,Biji,8998866105163,Biji
Mama Lemon Rfl 680ml,0,9000,0,Biji,8998866105156,Biji
Mamy Poko L1,0,18000,0,Ret,8993189270819,Mmpkl Ret
Mamy Poko M1,0,18000,0,Ret,8993189270796,Mmpkm Ret
Mamy Poko Xl,0,22500,0,Ret,8993189270833,Mmpkx Ret
Mantega 15kg,0,285000,0,Dos,,Mntg Dos
Mantega Biasa,0,20000,0,Kg,68888206,Mntg Kg
Map Kertas,510,1000,0,Biji,,Mpkrts Biji
Marani,0,8500,0,Pak,,Mrn Pak
Marani,39000,41000,0,Ikat,,Mrn Iket
Marani,3900,4250,0,Ret,,Mrn Ret
Mari Bintang 1/2,0,13000,0,Pak,,Jjn btg Pak
Mari Bintang 1/4,0,7000,0,Pak,,Jjn btg Pak
Mari Biskitop,0,11000,0,Pak,,Pak
Mari Biskitop,0,102500,0,Bal,,Bal
Mari Biskitop 1/2,0,13000,0,Pak,,Jjn bsktp Pak
Mari Biskitop 1/4,0,7000,0,Pak,,Jjn bsktp Pak
Mari Wejan,0,15000,0,Pak,,Jajanmrwjn
Marimas,0,3500,0,Ret,8993500019158,Rtg
Marimas,0,3500,0,Ret,8993500019912,Rtg
Marimas,0,3500,0,Ret,8993500019103,Rtg
Marina Body Mist,0,12000,0,Biji,,Mrnbdm Biji
Marina Body Mist,0,12000,0,Biji,8999908319203,Biji
Marina Body Mist,0,12000,0,Biji,8999908214508,Biji
Marina Body Mist,0,12000,0,Biji,8999908214607,Biji
Marina Body Mist,0,12000,0,Biji,8999908271907,Biji
Marina Hbl Kcl,0,4250,0,Biji,8999908060709,Mrnhbl Biji
Marina Hbl Kcl,0,4250,0,Biji,8999908060808,Biji
Marina Hbl Kcl,0,4250,0,Biji,8999908060600,Biji
Marina Hbl Kcl,0,4250,0,Biji,8999908214706,Biji
Marina Hbl Kcl,0,4250,0,Biji,8999908045607,Biji
Marina Hbl Tg,0,8000,0,Biji,8999908956705,Mrnhbl Biji
Marina Hbl Tg,0,8000,0,Biji,8999908956804,Biji
Marina Hbl Tg,0,8000,0,Biji,8999908961006,Biji
Marina Kaca,0,10000,0,Biji,8999908041104,Mrnkc Biji
Marina Kaca,0,10000,0,Biji,8999908041203,Biji
Marina Kaca,0,10000,0,Biji,8999908041401,Biji
Marinasi,10000,10500,0,Ret,8997011931732,Mrns Ret
Marlboro 20,0,41250,0,Pak,76164217,Mrlbr20 Pak
Marlboro Black 12,0,23000,0,Pak,8999909000780,Mrlbrblk Pak
Marlboro Black 20,0,37250,0,Pak,8999909000544,Mrlbrblk Pak
Marlboro Htm 12,0,23000,0,Pak,8999909000773,Mrlbrblk Pak
Marshmallow,0,8500,0,Pak,,
Masako,0,270000,0,Dos,18992770033144,Dos
Masako,0,4750,0,Ret,,Ret
Masako Ayam,4500,4750,0,Ret,8992770033130,Ret
Masako Sapi,4500,4750,0,Ret,8992770033147,Ret
Mauripan,0,45000,0,Pak,8995002802016,Pak
Mauripan,9000,10000,0,Botol,,Ons
Mazena Rw,0,3500,0,Biji,8994326108385,Mznr Biji
Mazenaku 300gr,0,15000,0,Biji,,Mzn
Mazoni,0,4500,0,Biji,,Mzn Biji
Mazoni,0,44000,0,Biji,,Biji
Mazoni,0,4500,0,Biji,8997005571258,
Mazoni Ex Pedas,0,4750,0,Biji,,Mzn Biji
Mazzoni,0,4500,0,Biji,8997005570213,Mzzn Biji
Mazzoni,0,4500,0,Biji,8997005571463,Mzzn Biji
Mazzoni Balado,0,4500,0,Biji,(90)MD655611005213(91)270721,Mzzn Biji
Mazzoni Barbeque,0,4500,0,Biji,8997005570237,Mzzn Biji
Mazzoni Ex Pedas,0,4750,0,Biji,8997005571210,Mzzn Biji
Mazzoni Jagung Manis,0,4500,0,Biji,8997005570275,Mzzn Biji
Mazzoni Sapi Panggang,0,4500,0,Biji,8997005570251,Mzzn Biji
Mecoral,0,47500,0,Bungkus,,Mcrl Rek
Mentos Buah,0,6250,0,Pak,8990800004563,Mnts Pak
Mentos Buah,0,6250,0,Pak,8990800024615,Pak
Mentos Mint,0,6250,0,Pak,8990800020013,Mnts Pak
Menyan Merah,0,12000,0,Kg,,Mnyn Kg
Menyan Putih,0,10000,0,Kg,,Mnyn Kg
Menyono 3000,13500,14500,0,Ret,01360004,
Menyono 4000,2,20000,0,Ret,01370003,Myn4 Ret
Menyono 5000,0,25000,0,Ret,01350005,Myn5 Ret
Merica,0,160000,0,Kg,11050001,Mrc Kg
Merica Renteng,0,4000,0,Ret,11050063,Mrc Ret
Merica sa'ang,0,16000,0,Botol,11050032,Mrc Ons
Merokok,0,42500,0,Slop,01300000,Mrkk Slp
Merokok,0,8500,0,Ikat,01330007,Mrkk Iket
Merries L1,8300,10000,0,Ret,8992727005388,Mrsl Ret
Merries L1,166000,190000,0,Dos,18992727005385,Dos
Merries L8,14347,17000,0,Bal,8992727005395,Mrsl Bal
Merries L8 (dos),173680,180000,0,Dos,,Dos
Merries M1,8300,10000,0,Ret,8992727005340,Mrsm Ret
Merries M1,166000,190000,0,Dos,18992727005347,Dos
Merries M9,16032,17000,0,Bal,8992727005357,Mrsm Bal
Merries M9,194000,200000,0,Dos,,Dos
Merries S1,9500,10000,0,Ret,8992727005319,Mrss Ret
Merries S1,0,185000,0,Dos,,Dos
Merries S11,15318,17000,0,Pak,8992727005326,Mrss Pak
Merries S11,185400,190000,0,Dos,,Dos
Merries XL,166000,190000,0,Dos,,Dos
Merries XL1,10375,12500,0,Ret,8992727005425,Mrsx Ret
Mickey Mouse,4200,4450,0,Ret,,Mkms Ret
Mickey mouse,21000,21000,0,Sak,,Ball
Micky Mouse,0,21000,0,Sak,,
Micoral,44000,47500,0,Bungkus,48888882,
Mie 3 Ayam,37500,38500,0,Dos,11070047,3a Dos
Mie 3 Ayam,1550,1700,0,Biji,089686000108,3a Biji
Mie Baked,0,2500,0,Biji,,
Mie Baked,0,58500,0,Dos,,
Mie Bundar,0,40000,0,Bal,11223375,Mbndr Bal
Mie Bundar,0,2100,0,Biji,22000187,Mbndr Biji
Mie Garuda,0,1900,0,Biji,,Mgrd Biji
Mie Garuda,0,37500,0,Bal,12448999,Mgrd Bal
Mie Goreng Jawa,32500,33500,0,Dos,,Mgrj Dus
Mie Kuda,0,2150,0,Biji,8994291101435,Mkd Biji
Mie Kuda,0,2150,0,Biji,11060031,Mkd Biji
Mie Kuda,0,42000,0,Bal,11060024,Mkd Bal
Mie Langit Biru,0,9000,0,Biji,8997011700437,Biji
Mie Nikmat,0,110000,0,Ikat,51190040,Mnkmt Iket
Mie Nikmat,0,21500,0,Sak,51190026,
Mie Oven,0,2500,0,Biji,8996001526149,
Mie Oven,0,57500,0,Dos,,
Mie Panda,4400,5000,0,Bal,8991906151908,Mpnd Bal
Mie Panda,22000,25000,0,Ikat,8991906151892,Mpnd Iket
Mie Pare,0,20000,0,Sak,,
Mie Pare,0,95000,0,Ikat,,
Mie Pari,17500,20000,0,Sak,11568896,
Mie Pari,87500,92500,0,Ikat,,
Mie Pita Mas,0,1150,0,Biji,,Mptms Biji
Mie Pita Mas,0,28000,0,Bal,,Mptms Bal
Mie Sedap Goreng Cup,0,4250,0,Biji,8998866200813,Biji
Mie Sedap Korean Cup,0,4500,0,Biji,8998866202404,Biji
Mie Sedap Soto Cup,0,4250,0,Biji,8998866200837,Biji
Mika 2c,0,600,0,Biji,88888828,
Mika 3c,152,250,0,Biji,88888835,
Mika Agar Bulat,0,7000,0,Pak,01790832,Mkagb Pak
Mika Agar Tutup,0,7000,0,Slop,01790849,Mkagt Slop
Mika Besar,0,1750,0,Biji,88888842,
Mika Donat Kotak,0,13000,0,Pak,88888880,
Mika Donat isi 1000,0,14000,0,Pak,31287593,
Mika Ikan,0,150,0,Biji,,Mkikn Bj
Mika Ikan isi 100,0,12000,0,Pak,01790818,Mkikn Pak
Mika Lemper isi 100,4600,7000,0,Pak,01790825,Mklmpr Pak
Mika Lemper isi 200,9800,14000,0,Pak,,Mklmpr Pak
Mika Wajik,0,7500,0,Pak,88888804,Mkwjk Pak
Mika ikan 4C,120,150,0,Biji,,Biji
Miki Moto 1000,0,9000,0,Biji,,
Miki Moto 3000,0,26000,0,Pak,8997012510103,
Miko Nangka,0,17000,0,Pak,,
Miko Nangka,0,67000,0,Dos,,
Miko Nangka,40000,41000,0,Dos,,Mkngk Dus
Miko Nangka 500,4150,4400,0,Ret,,Mknk Ret
Milk Jus,0,8500,0,Ret,8998866606004,Mlkjs Ret
Milk Jus,0,8250,0,Ret,8998866605991,Ret
Milk Jus,0,8500,0,Ret,,Ret
Milk Jus,0,8500,0,Ret,8998866500234,Ret
Milk Jus,0,8500,0,Ret,8998866500258,Ret
Milk Jus,0,8500,0,Ret,8998866500296,Ret
Milk Jus,0,8500,0,Ret,8998866605984,Mlkj Ret
Milk jus,0,8500,0,Ret,8998866202855,Ret
Milkita 1000,7722,8500,0,Ret,,Mlkt Ret
Milkita Sak,0,6500,0,Pak,8997878003153,Pak
Milko,0,67000,0,Dos,,
Milko,0,17000,0,Pak,8997231030154,
Milktea Time,0,16000,0,Ret,8992933392128,
Milku,0,35000,0,Slop,11090038,Mlk Slop
Milku Coklat,0,35000,0,Slop,8998866202725,Mlk Slop
Milku Coklat,0,3000,0,Biji,8998866202725,Mlk Biji
Milku Pink,0,3000,0,Biji,8998866202732,Mlk Biji
Milku pink,0,35000,0,Slop,8998866202732,Mlk Slop
Milo Kaleng,0,10000,0,Biji,9556001051509,Mlkg Biji
Milo Kotak Bsr,0,4600,0,Biji,8992696523067,Mlkb Biji
Milo Kotak Kcl,0,100000,0,Dos,08992696523098,Mlkk Dos
Milo Kotak Kcl,0,2900,0,Biji,8992696523081,Mlkk Biji
Milo Renteng,0,18500,0,Ret,8992696521797,Mlr Ret
Mintz,0,6500,0,Pak,,6500
Minuman,0,0,0,Biji,,
Minyak Angin 1001,0,3750,0,Biji,28888840,Ma1001 Biji
Minyak Angin 1001,0,44000,0,Dos,,Ma1001 Dos
Minyak Fermina 900 ml,0,14250,0,Biji,,
Minyak Fermina 900 ml,0,173000,0,Dos,,
Minyak Filma,0,20000,0,Kg,11040057,Kg
Minyak Filma 1 Botol Aqua,25650,28350,0,Biji,,Btl
Minyak Fitri,0,8500,0,Biji,8992946533662,Ftr Biji
Minyak Fitri,0,104000,0,Dos,,Ftr Dos
Minyak Fitri 800ml,0,16000,0,Biji,,
Minyak Gading 400 ml,0,7750,0,Biji,,Mykgdg4 biji
Minyak Gading 5 Ltr,80250,87500,0,Biji,(90)MD208113001845(91)231106,Mykgdg Biji
Minyak Gading 800 ml,0,173000,0,Dos,,Mykgdg Dos
Minyak Gading 900 ml,13750,14500,0,Biji,,Mykgdg Biji
Minyak Kita 1 L,0,20500,0,Biji,22000101,Biji
Minyak Kita 1 L botol,0,250000,0,Dos,,Ktbtl 1 Dos
Minyak Kita 1 L refil,0,242500,0,Dos,22000033,Dos
Minyak Kita 2 Ltr,0,242500,0,Dos,22000040,Dos
Minyak Kita 2 Ltr,0,41000,0,Biji,22000118,Biji
Minyak Kita 5 ltr,0,105000,0,Biji,22000125,Biji
Minyak Kita 700 ml,0,13250,0,Biji,22000064,Biji
Minyak Kita 700 ml,0,157500,0,Dos,,Dos
Minyak Kita 800 ml,0,14000,0,Biji,22000071,Biji
Minyak Kita 800 ml,0,170000,0,Dos,22000002,Dos
Minyak Kita 850 ml,0,178000,0,Dos,22000019,Dos
Minyak Kita 850 ml,0,15000,0,Biji,22000088,Biji
Minyak Kita 900,0,15000,0,Biji,22000095,Biji
Minyak Tawon CC,23125,23500,0,Biji,8997916248850,mnytw Biji
Minyan,0,10000,0,Kg,28888871,Mnyn Kg
Miranda,0,12250,0,Biji,8997016370314,Mrnd Biji
Miranda,0,12250,0,Biji,8997016370369,Biji
Miranda,0,12250,0,Biji,8997016370352,Biji
Miranda,0,12250,0,Biji,8997016370390,Biji
Miranda,0,12250,0,Biji,8997016370369,Biji
Miranda,0,12250,0,Biji,8997016370161,Biji
Misis,0,22000,0,Kg,68888237,Mss Kg
Misis,0,2500,0,Botol,,Mss Ons
Mister 2000,0,17500,0,Ret,8994834005510,Mstr Ret
Mister Kentang isi 40,0,69000,0,Dos,18994834005517,Mstr Dos
Mixadin,0,5000,0,Bungkus,8995858888882,Mxdn Rek
Mixagrip Batuk,0,3000,0,Bungkus,8995858192620,Mxgrpflbtk Rek
Mixagrip Batuk,0,70000,0,Dos,8995858192651,Mxgrpflbtk Dos
Mixagrip Greges,0,3150,0,Biji,8993058310301,Mxgrpg Biji
Mixagrip flu,0,3000,0,Bungkus,8995858999991,Mxgrpfl Rek
Mixagrip flu,0,66500,0,Dos,8995858999953,Mxgrpfl Dos
Mizone,0,3750,0,Biji,8992752112518,Mzn Biji
Mizone,0,3750,0,Biji,8992752112013,Mzn Biji
Mizone,0,45000,0,Dos,,Mzn Dos
Mld 12,0,21850,0,Pak,8991906108384,
Mld 12,0,218000,0,Slop,8991906158389,
Mld Fresh Cola,27400,27600,0,Pak,8991906101569,
Moko Moko L3,0,20000,0,Ret,089686960440,Mkmkl Ret
Moko Moko L3,0,115000,0,Dos,10089686960447,Mkmkl Dos
Moko Moko M3,0,20000,0,Ret,089686960433,Mkmkm Ret
Moko Moko M3,0,115000,0,Dos,10089686960430,Mkmkm Dos
Moko Moko XL,0,135000,0,Dos,,Mkmkx Dos
Moko Moko XL3,0,24000,0,Ret,089686960457,Mkmkx Ret
Molto,4750,5000,0,Ret,8999999571887,Ret
Molto,4750,5000,0,Ret,8999999571863,Ret
Molto,4750,5000,0,Ret,8999999584788,Ret
Molto 500,142258,144000,0,Dos,,Dos
Molto 500,4750,5000,0,Ret,8999999571924,Ret
Molto 500,4750,5000,0,Ret,8999999571870,Ret
Molto 500,4750,5000,0,Ret,8999999571924,Ret
Molto 500,4750,5000,0,Ret,8999999571870,Ret
Molto 500,4750,5000,0,Ret,8999999586355,Ret
Molto 5000,0,4400,0,Biji,8999999570385,Biji
Molto 5000,0,4400,0,Biji,8999999570378,Biji
Momogi,0,9000,0,Batang,8994075260044,Mmg Box
Momogi 500,0,9000,0,Batang,8994075260037,Mmg Box
Montalin,0,30000,0,Dos,48888868,Mntln Dos
Morris Coklat,4150,4400,0,Ret,,Mrs Ret
Morris Vanilla,4150,4400,0,Ret,,Mrs Ret
Mutiara,0,2500,0,Biji,(90)MD231711001597(91)250702,Biji
Mutiara Kucing,0,2500,0,Biji,13130114,Mtr Biji
Mutiara Kucing,0,57500,0,Bal,13130107,Mtr Bal
My Baby 150 ml,0,35000,0,Biji,8999908392800,Mybby
My Baby 30,0,9250,0,Biji,8999908356505,Myb
My Baby 60,0,16500,0,Biji,8999908204202,Myb
My Baby 90,0,22500,0,Biji,8999908284907,Myb
My Baby Powder 135 + 34g,0,9000,0,Biji,8999908053909,Mbb135
My baby 90 + 23,7500,7500,0,Biji,8999908968708,Bihi
Mychoco Milk,0,9000,0,Batang,,MccM Box
Nabati,0,96000,0,Dos,8993175539524,Nbt2 Dos
Nabati 1000,0,9000,0,Pak,38888878,Nbt1 Pak
Nabati 2000,0,1650,0,Biji,8993175535885,Nbt2 Biji
Nabati 2000,0,1650,0,Biji,8993175535878,Biji
Nabati 2000,0,1650,0,Biji,https://qrco.de/nabati-universe,Biji
Nabati 2000,0,1650,0,Biji,8993175539517,Biji
Nabati 2000,0,96000,0,Dos,38888885,Dos
Nabati 2000,1650,1650,0,Biji,8993175562447,Biji
Nabati 2000 Coklat,0,1650,0,Biji,,Nbt2 Biji
Nabati 2000 Keju,0,96000,0,Dos,8993175537025,Dos
Nabati 2000 Keju,0,1650,0,Biji,,Nbt2 Biji
Nabati 500,0,8500,0,Batang,8993175532907,Nbt5 Box
Nabati 500,0,8500,0,Batang,8993175531894,Nbt5 Box
Nabati 5000,0,4500,0,Biji,8993175557733,Nbt5 Biji
Nabati 5000,0,125000,0,Dos,,Nbt5 Dos
Nabati 5000,0,4500,0,Biji,8993175557580,Biji
Nabati Coklat,0,96000,0,Dos,8993175537032,Dos
Nabati Roll,0,8500,0,Batang,8993175532426,Nbt Box
Nabati Roll,0,8500,0,Batang,8993175539463,Nbt Box
Naga Sakti,0,35000,0,Pak,58888810,Ngskt Pak
Naga sakti,1750,1750,0,Biji,,Biji
Napacin,0,2750,0,Bungkus,8998667100169,Npcn Rek
Napacin,0,65000,0,Dos,8998667000636,Npcn Dos
Nescafe Kaleng,0,7500,0,Biji,9556001288592,Nscf biji
Nescafe Kaleng,0,7500,0,Biji,9556001288561,Biji
Nescafe Kaleng,0,7500,0,Biji,9556001288547,Biji
Nextar,0,17000,0,Dos,8993175553780,Nxtr Dos
Nextar,0,17000,0,Dos,8993175539227,Nxtr Dos
Nota Kontan,3150,3500,0,Biji,8991389248034,Ntktn Biji
Nutijell,0,21000,0,Dos,8992933329216,
Nutriboost,0,5700,0,Biji,,Ntrb
Nutriboost,0,67000,0,Dos,11090083,Ntrbst Dos
Nutriboost,0,5700,0,Biji,8992761164546,Ntrbsr Biji
Nutrijell,0,1750,0,Biji,8992933322118,Biji
Nutrijell,0,1750,0,Biji,8992933328110,Biji
Nutrijell,0,1750,0,Biji,8992933323115,Biji
Nutrijell,0,1750,0,Biji,8992933325119,Biji
Nutrijell,0,21000,0,Dos,8992933328219,Dos
Nutrijell,0,21000,0,Dos,8992933325218,Dos
Nutrijell,0,21000,0,Dos,8992933323214,Dos
Nutrijell,0,21000,0,Dos,8992933321210,Dos
Nutrijell,0,21000,0,Dos,8992933328219,Dos
Nutrijell,0,21000,0,Dos,8992933413212,Dos
Nutrijell,0,1750,0,Biji,8992933413113,Biji
Nutrijell,0,1750,0,Biji,8992933321111,Biji
Nutrijell,0,21000,0,Dos,8992933322217,Dos
Nutrijell,0,1800,0,Biji,8992933329117,Biji
Nutrijell,0,21000,0,Dos,,Dos
Nutrijell Coklat,0,2500,0,Biji,8992933324112,Ntrjc Biji
Nutrijell Coklat,27784,29000,0,Dos,8992933324211,Ntrjc Dos
Nutrijell Warna,0,1750,0,Biji,8992933411119,Ntrj Biji
Nutrijell Warna,19068,21000,0,Dos,8992933411218,Ntrj Dos
Nutrisari,0,12500,0,Ret,,Ntrsr Ret
Nutrisari,0,12500,0,Ret,7499221229919,Ret
Nutrisari,0,12000,0,Ret,749921010414,Ret
Nutrisari,0,12500,0,Ret,749921010711,Ret
Nutrisari,0,12500,0,Ret,749921010520,Ret
Nutrisari,0,12500,0,Ret,749921011237,Ret
Nutrisari,0,12500,0,Ret,749921006110,Ret
Nutrisari,0,12500,0,Ret,749921011121,Ret
Nutrisari,0,12500,0,Ret,749921011114,Ret
Nutrisari,0,12500,0,Ret,749921010780,Ret
Nutrisari,0,12500,0,Ret,749921011107,Ret
Nutrisari,0,12500,0,Ret,749921005946,Ret
Nutrisari,0,12500,0,Ret,749921011565,Ret
Nutrisari,0,12500,0,Ret,749921011305,Ret
Nutrisari,0,12500,0,Ret,749921011695,Ret
Nutrisari,0,12500,0,Ret,749921011282,Ret
Nutrisari,0,12500,0,Ret,749921006226,Ret
Nutrisari,0,12500,0,Ret,749921011633,Ret
Nuvo,0,2750,0,Biji,8998866602563,Sbnnc Biji
Nuvo,0,2750,0,Biji,8998866618199,Biji
Nuvo Cair,0,2250,0,Biji,8998866608107,Biji
Nuvo Tisu basah,0,13500,0,Biji,8998866501262,Nvtsbsh biji
O Jelly,0,13000,0,Lembar,8997231980114,Toples
Oe,0,78500,0,Slop,8997223480240,
Oe,0,7900,0,Pak,8997223480028,
Ohh B,0,60000,0,Slop,54447776,Ohb Pres
Ohh B,0,1300,0,Biji,22000392,Ohb Biji
Ohh M,0,1000,0,Biji,01223774,Ohm Biji
Ohh Merah,0,48500,0,Slop,36075232,Ohm Pres
Okky Jelly/ Koko,0,21000,0,Dos,11080077,
Olezz,82500,83500,0,Dos,,Olz Dus
Olezz Cheese,4150,4350,0,Ret,,Olz Ret
Olezz Coklat,4125,4350,0,Ret,,Olz Ret
On bold 12,0,15500,0,Pak,,
One Man Show,0,26500,0,Biji,8992895110228,
Open 1 kg,0,32000,0,Biji,,Opn
Open 2 on,0,7250,0,Biji,,Opn Biji
Opp 10 x 10,1900,3000,0,Pak,88888897,Pak
Opp 11 x 11,2250,3250,0,Pak,18888805,Pak
Opp 12 x 12,2550,3500,0,Pak,18888812,Pak
Opp 13 x 13,2650,3750,0,Pak,18888829,Pak
Opp 14 x 14,0,4500,0,Pak,18888836,Pak
Opp 15 x 15,3800,5250,0,Pak,18888843,Pak
Opp 16 x 16,4300,6000,0,Pak,18888850,Pak
Opp 17x17,0,6500,0,Pak,,Pak
Opp 8 x 8,1600,2500,0,Pak,88888866,Pak
Opp 9 x 9,0,2250,0,Pak,88888873,Pak
Opp pastel,2700,3500,0,Pak,18888874,Pak
Oreo,0,9000,0,Pak,,
Oskadon,0,2000,0,Bungkus,8999908039309,Osk Rek
Oskadon,0,97500,0,Dos,8999908039316,Osk Dos
Oskadon Sp,0,2000,0,Bungkus,8999908043801,Oskds Rek
Otam-Tam,4300,4500,0,Ret,,OTM Ret
Otok 1/2,0,16500,0,Pak,,Jjn otok Pak
Otok 1/4,0,8500,0,Pak,,Jjn otok Pak
Ovalet,0,1800,0,Biji,,
Ovalet Kenari,0,35000,0,Batang,,
Oyen,64000,66000,0,Dos,,Oyn Dus
Oyen,16000,17000,0,Ret,,Oynrtg
PP 1 kg,0,8500,0,Pak,01790009,Pak
PP 1 kg,0,85000,0,Ikat,01780000,Iket
PP 1/2,0,3750,0,Pak,01790023,Pak
PP 1/2,0,36500,0,Ikat,01790016,Iket
PP 1/4,0,2500,0,Pak,01790047,Pak
PP 1/4,0,23500,0,Ikat,01790030,Iket
Pak Maya,0,9000,0,Botol,68888312,Pkmy Ons
Pak Maya,0,39000,0,Pak,8690770320303,Pkmy Kotak
Paket,0,55500,0,Biji,,
Palmbom,0,24000,0,Kg,68888190,Plmbm Kg
Palmbom 5kg,0,120000,0,Dos,68888381,Plmbm Dos
Palmboom,0,6000,0,Pak,,Plmbm Pak
Palmboom 15 kg,0,340000,0,Dos,8992826241168,Plmbm Dos
Palmboom 5 kg,0,120000,0,Dos,8992826241151,Dos
Panda Chips Coklat,4083,4250,0,Ret,,Pndcp Ret
Panda Chips Strawberry,4083,4250,0,Ret,,Pndcp Ret
Panten Condisioner,0,10000,0,Ret,4987176274007,Ret
Pantene Botol 160ml,0,24000,0,Biji,4902430400947,
Pantene Botol 160ml,0,24000,0,Biji,4902430400879,
Pantene Conditioner,0,10000,0,Ret,4902430759229,Pntnc Ret
Papaya Asli,0,23000,0,Biji,,Biji
Papaya Bsr,0,10000,0,Biji,8997214430032,Biji
Papaya Kcl,0,6500,0,Biji,8997214430049,Biji
Paramex,0,2500,0,Bungkus,8998667100206,Prmx Rek
Paramex,0,112500,0,Dos,8998667000582,Prmx Dos
Parfum Roll,0,8500,0,Biji,,
Paseo Bsr,0,10000,0,Biji,8993053121407,Tspsob Biji
